Id	CAS	SMILES	Status	Experimental value	Predicted value
60	52-85-7	O=S(=O)(c1ccc(OP(OC)(OC)=S)cc1)N(C)C	Test	2.23	1.174453
61	52-86-8	O=C(c1ccc(F)cc1)CCCN3CCC(O)(c2ccc(cc2)Cl)CC3	Test	4.3	3.7378492
62	52-90-4	O=C(O)C(N)CS	Test	-2.49	-0.7026908
63	53-03-2	O=C1C=CC4(C(=C1)CCC3C4(C(=O)CC2(C)(C3(CCC2(O)(C(=O)CO)))))(C)	Test	1.46	1.4419811
64	53-06-5	O=C4C=C3CCC2C(C(=O)CC1(C)(C2(CCC1(O)(C(=O)CO))))C3(C)CC4	Test	1.47	1.5278885
65	53-16-7	O=C2CCC3C4CCc1cc(O)ccc1C4(CCC23(C))	Test	3.13	3.5443223
66	53-41-8	O=C2CCC3C4CCC1CC(O)CCC1(C)C4(CCC23(C))	Test	3.69	3.8032246
67	53-43-0	O=C2CCC3C4CC=C1CC(O)CCC1(C)C4(CCC23(C))	Test	3.23	3.695765
68	53-70-3	c1ccc5c(c1)ccc4cc3c(ccc2ccccc23)cc45	Test	6.75	5.7787404
69	53-79-2	O=C(NC1C(O)C(OC1(CO))n3cnc2c3(ncnc2N(C)C))C(N)Cc4ccc(OC)cc4	Test	0.03	-0.06048002
70	53-86-1	O=C(O)Cc3c1cc(OC)ccc1n(C(=O)c2ccc(cc2)Cl)c3C	Test	4.27	3.5115638
71	54-04-6	O(c1cc(cc(OC)c1(OC))CCN)C	Test	0.78	1.1163269
72	54-05-7	n1ccc(NC(C)CCCN(CC)CC)c2ccc(cc12)Cl	Test	4.63	3.5149794
73	54-11-5	n1cccc(c1)C2N(C)CCC2	Test	1.17	1.2724715
74	54-12-6	O=C(O)C(N)Cc2c[nH]c1ccccc12	Test	-1.06	0.8655399
75	54-31-9	O=C(O)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N	Test	2.03	0.84030354
76	54-32-0	O=C(Oc1cc(c(OCCN(C)C)cc1C)C(C)C)C	Test	3.17	2.891914
77	54-42-2	O=C1NC(=O)N(C=C1I)C2OC(CO)C(O)C2	Test	-0.96	-0.36842954
78	54-49-9	Oc1cccc(c1)C(O)C(N)C	Test	-0.27	0.79330605
79	54-80-8	OC(c1ccc2ccccc2(c1))CNC(C)C	Test	3.0	2.8522258
80	54-85-3	O=C(NN)c1ccncc1	Test	-0.7	-0.28284338
81	54-92-2	O=C(NNC(C)C)c1ccncc1	Test	0.37	0.72111034
82	55-18-5	O=NN(CC)CC	Test	0.48	0.56239223
83	55-21-0	O=C(N)c1ccccc1	Test	0.64	1.2939883
84	55-22-1	O=C(O)c1ccncc1	Test	0.32	0.11898706
85	55-38-9	O(c1ccc(c(c1)C)SC)P(OC)(OC)=S	Test	4.09	2.492326
86	55-63-0	O=[N+]([O-])OCC(O[N+](=O)[O-])CO[N+](=O)[O-]	Test	1.62	0.22584485
87	56-12-2	O=C(O)CCCN	Test	-3.17	-0.24960776
88	56-23-5	C(Cl)(Cl)(Cl)Cl	Test	2.83	2.2264006
89	56-29-1	O=C1NC(=O)C(C(=O)N1C)(C2=CCCCC2)C	Test	1.98	1.3533386
90	56-38-2	O=[N+]([O-])c1ccc(OP(OCC)(OCC)=S)cc1	Test	3.83	2.1369674
91	56-40-6	O=C(O)CN	Test	-3.21	-1.2220179
92	56-41-7	O=C(O)C(N)C	Test	-2.91	-0.7026908
93	56-47-3	O=C(OCC(=O)C2CCC3C4CCC1=CC(=O)CCC1(C)C4(CCC23(C)))C	Test	3.08	3.5611794
94	56-49-5	c1ccc5c(c1)ccc3c5(cc2ccc(c4c2c3CC4)C)	Test	6.42	5.7736216
95	56-53-1	Oc1ccc(cc1)C(=C(c2ccc(O)cc2)CC)CC	Test	5.07	3.956105
96	56-54-2	OC(c2ccnc1ccc(OC)cc12)C3N4CCC(C3)C(C=C)C4	Test	3.44	2.192136
97	56-55-3	c3ccc4cc2c(ccc1ccccc12)cc4(c3)	Test	5.76	5.090781
98	56-72-4	O=C2Oc1cc(OP(OCC)(OCC)=S)ccc1C(=C2Cl)C	Test	4.13	2.636437
99	56-75-7	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl	Test	1.14	1.1421529
100	56-81-5	OCC(O)CO	Test	-1.76	-1.3696908
101	56-84-8	O=C(O)CC(N)C(=O)O	Test	-3.89	-1.1405617
102	56-85-9	O=C(O)C(N)CCC(=O)N	Test	-3.64	-1.1371226
103	56-86-0	O=C(O)CCC(N)C(=O)O	Test	-3.69	-0.73112255
104	56-87-1	O=C(O)C(N)CCCCN	Test	-3.05	-0.27028558
105	56-89-3	O=C(O)C(N)CSSCC(N)C(=O)O	Test	-5.08	-1.1253661
106	56-91-7	O=C(O)c1ccc(cc1)CN	Test	1.03	1.1977326
107	57-10-3	O=C(O)CCCCCCCCCCCCCCC	Test	7.17	5.2060823
108	57-11-4	O=C(O)CCCCCCCCCCCCCCCCC	Test	8.23	5.68688
109	57-13-6	O=C(N)N	Test	-2.11	-1.4575692
110	57-15-8	OC(C)(C)C(Cl)(Cl)Cl	Test	2.03	1.9403353
111	57-24-9	O=C2N6c1ccccc1C57(CCN4CC3=CCOC(C2)C(C3CC45)C67)	Test	1.93	2.635645
112	57-27-2	Oc5ccc4c1c5(OC2C(O)C=CC3C(N(C)CCC123)C4)	Test	0.89	1.6631428
113	57-42-1	O=C(OCC)C2(c1ccccc1)(CCN(C)CC2)	Test	2.72	2.5223532
114	57-43-2	O=C1NC(=O)C(C(=O)N1)(CC)CCC(C)C	Test	2.07	1.1626631
115	57-44-3	O=C1NC(=O)C(C(=O)N1)(CC)CC	Test	0.65	0.25060353
116	57-47-6	O=C(Oc1ccc2c(c1)C3(C)(CCN(C)C3(N2C)))NC	Test	1.58	2.4128587
117	57-50-1	OCC2OC(OC1(OC(CO)C(O)C1(O))(CO))C(O)C(O)C2(O)	Test	-3.7	-3.8978984
118	57-53-4	O=C(OCC(C)(COC(=O)N)CCC)N	Test	0.7	1.5025876
119	57-55-6	OCC(O)C	Test	-0.92	-0.53391063
120	57-63-6	C#CC3(O)(CCC2C4CCc1cc(O)ccc1C4(CCC23(C)))	Test	3.67	4.0041685
121	57-66-9	O=C(O)c1ccc(cc1)S(=O)(=O)N(CCC)CCC	Test	3.21	2.3847313
122	57-68-1	O=S(=O)(Nc1nc(cc(n1)C)C)c2ccc(N)cc2	Test	0.89	1.4656247
123	57-74-9	C2(=C(C3(C1C(CC(C1Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Test	6.16	5.4686694
124	57-83-0	O=C4C=C3CCC1C(CCC2(C)(C(C(=O)C)CCC12))C3(C)CC4	Test	3.87	4.049528
125	57-96-5	O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3CCS(=O)c4ccccc4	Test	2.3	3.2345195
126	57-97-6	c1ccc2c(c1)ccc4c2c(c3ccccc3c4C)C	Test	5.8	5.550627
127	58-00-4	Oc1ccc4c(c1(O))c2cccc3c2C(N(C)CC3)C4	Test	2.3	2.9625514
128	58-14-0	n1c(nc(c(c1N)c2ccc(cc2)Cl)CC)N	Test	2.69	2.642395
129	58-18-4	O=C4C=C3CCC2C(CCC1(C)(C2(CCC1(O)(C))))C3(C)CC4	Test	3.36	3.9232666
130	58-19-5	O=C2CC3CCC1C4CCC(O)C4(C)(CCC1C3(C)(CC2C))	Test	3.99	4.0307264
131	58-22-0	O=C4C=C3CCC1C(CCC2(C)(C(O)CCC12))C3(C)CC4	Test	3.32	3.695765
132	58-27-5	O=C1C=C(C(=O)c2ccccc12)C	Test	2.2	1.6971505
133	58-37-7	c1ccc3c(c1)N(c2ccccc2S3)CC(N(C)C)CN(C)C	Test	4.76	2.8964648
134	58-38-8	c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN4CCN(C)CC4	Test	4.88	3.222961
135	58-39-9	OCCN1CCN(CC1)CCCN4c2ccccc2Sc3ccc(cc34)Cl	Test	4.2	2.633916
136	58-40-2	c1ccc3c(c1)N(c2ccccc2S3)CCCN(C)C	Test	4.55	3.2623317
137	58-55-9	O=C2c1[nH]cnc1N(C(=O)N2C)C	Test	-0.03	-0.13324317
138	58-73-1	O(CCN(C)C)C(c1ccccc1)c2ccccc2	Test	3.27	3.2623317
139	58-74-2	n2ccc1cc(OC)c(OC)cc1c2Cc3ccc(OC)c(OC)c3	Test	2.95	2.4431372
140	58-89-9	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Test	3.86	4.09196
141	58-90-2	Oc1c(cc(c(c1Cl)Cl)Cl)Cl	Test	4.45	3.6172607
142	58-93-5	O=S(=O)(N)c1cc2c(cc1Cl)NCNS2(=O)(=O)	Test	-0.07	0.52692837
143	59-05-2	O=C(O)CCC(NC(=O)c1ccc(cc1)N(C)Cc2nc3c(nc2)nc(nc3(N))N)C(=O)O	Test	-1.85	0.38027373
144	59-07-4	O=C(O)c1ccc(N)cc1(OCC)	Test	0.99	1.2431104
145	59-14-3	O=C1NC(=O)N(C=C1Br)C2OC(CO)C(O)C2	Test	-0.29	-0.512774
146	59-26-7	O=C(c1cnccc1)N(CC)CC	Test	0.33	1.0203261
147	59-40-5	O=S(=O)(Nc1nc2ccccc2(nc1))c3ccc(N)cc3	Test	1.68	1.4314342
148	59-42-7	Oc1cccc(c1)C(O)CNC	Test	-0.31	0.79330605
149	59-46-1	O=C(OCCN(CC)CC)c1ccc(N)cc1	Test	2.14	2.1228168
150	59-47-2	OCC(O)COc1ccccc1C	Test	1.41	1.0966914
151	59-50-7	Oc1ccc(c(c1)C)Cl	Test	3.1	2.4606671
152	59-61-0	OC(c1ccc(c(c1)Cl)Cl)CNC(C)C	Test	3.32	3.0447927
153	59-63-2	O=C(NNCc1ccccc1)c2noc(c2)C	Test	1.49	1.4529167
154	59-66-5	O=C(Nc1nnc(s1)S(=O)(=O)N)C	Test	-0.26	-1.58266
155	59-67-6	O=C(O)c1cnccc1	Test	0.36	0.11898706
156	59-87-0	O=C(N)NN=Cc1oc(cc1)[N+](=O)[O-]	Test	0.23	-0.11983663
157	59-89-2	O=NN1CCOCC1	Test	-0.44	-0.6374382
158	59-92-7	O=C(O)C(N)Cc1ccc(O)c(O)c1	Test	-2.57	0.18744655
159	59-98-3	N1=C(NCC1)Cc2ccccc2	Test	2.65	1.5881063
160	60-09-3	N(=Nc1ccc(N)cc1)c2ccccc2	Test	3.41	2.6786156
161	60-11-7	N(=Nc1ccc(cc1)N(C)C)c2ccccc2	Test	4.58	3.2139986
162	60-12-8	OCCc1ccccc1	Test	1.36	1.924667
163	60-17-3	O=C(O)C(N)Cc1ccc(F)cc1	Test	-1.89	1.668231
164	60-18-4	O=C(O)C(N)Cc1ccc(O)cc1	Test	-2.15	0.70711035
165	60-29-7	O(CC)CC	Test	0.89	0.7999615
166	60-32-2	O=C(O)CCCCCN	Test	-2.95	0.53754485
167	60-33-3	O=C(O)CCCCCCCC=CCC=CCCCCC	Test	7.05	4.5706873
168	60-34-4	NNC	Test	-1.05	-0.8827891
169	60-35-5	O=C(N)C	Test	-1.26	-0.7922377
170	60-51-5	O=C(NC)CSP(OC)(OC)=S	Test	0.78	-0.7554588
171	60-57-1	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Test	5.3	4.451669
172	60-80-0	O=C1C=C(N(N1c2ccccc2)C)C	Test	0.38	1.7698847
173	60-87-7	c1ccc3c(c1)N(c2ccccc2S3)CC(N(C)C)C	Test	4.81	3.2623317
174	60-92-4	O=P3(O)(OCC4OC(n2cnc1c(ncnc12)N)C(O)C4(O3))	Test	-2.96	-0.34438464
175	60-99-1	O(c1ccc3c(c1)N(c2ccccc2S3)CC(C)CN(C)C)C	Test	4.68	3.164465
176	61-01-8	O(c1ccc3c(c1)N(c2ccccc2S3)CCCN(C)C)C	Test	4.9	2.9321203
177	61-32-5	O=C(O)C3N2C(=O)C(NC(=O)c1c(OC)cccc1(OC))C2SC3(C)(C)	Test	1.22	0.5876352
178	61-33-6	O=C(O)C3N2C(=O)C(NC(=O)Cc1ccccc1)C2SC3(C)(C)	Test	1.83	1.0478711
179	61-54-1	NCCc2c[nH]c1ccccc12	Test	1.55	1.4881989
180	61-57-4	O=C1NCCN1c2ncc([N+](=O)[O-])s2	Test	0.95	-0.097599834
181	61-68-7	O=C(O)c2ccccc2(Nc1cccc(c1C)C)	Test	5.12	3.470136
182	61-72-3	O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2ccccc2Cl)C3SC4(C)(C)	Test	2.48	2.4447153
183	61-78-9	O=C(O)CNC(=O)c1ccc(N)cc1	Test	-0.89	0.5075391
184	61-80-3	n1c(oc2ccc(cc12)Cl)N	Test	2.46	1.7858251
185	61-82-5	n1c[nH]nc1N	Test	-0.86	-0.23130794
186	61-90-5	O=C(O)C(N)CC(C)C	Test	-1.52	0.53754485
187	62-23-7	O=C(O)c1ccc(cc1)[N+](=O)[O-]	Test	1.89	1.5488064
189	62-38-4	O=C(O[Hg]c1ccccc1)C	Test	0.71	2.0335126
190	62-44-2	O=C(Nc1ccc(OCC)cc1)C	Test	1.58	1.6803261
191	62-53-3	Nc1ccccc1	Test	0.9	1.5059216
192	62-56-6	NC(N)=S	Test	-1.08	-1.4337891
193	62-67-9	Oc5ccc4c1c5(OC2C(O)C=CC3C(N(CC=C)CCC123)C4)	Test	1.86	2.0471487
194	62-73-7	O=P(OC=C(Cl)Cl)(OC)OC	Test	1.47	1.2462548
195	62-75-9	O=NN(C)C	Test	-0.57	-0.41001785
196	63-05-8	O=C3C=C2CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3)	Test	2.75	3.5990322
197	63-25-2	O=C(Oc1cccc2ccccc12)NC	Test	2.36	3.034411
198	63-68-3	O=C(O)C(N)CCSC	Test	-1.87	0.15983133
199	63-74-1	O=S(=O)(N)c1ccc(N)cc1	Test	-0.62	0.2912492
200	63-75-2	O=C(OC)C1=CCCN(C)C1	Test	0.35	0.7248307
201	63-91-2	O=C(O)C(N)Cc1ccccc1	Test	-1.41	1.2469409
202	63-98-9	O=C(N)NC(=O)Cc1ccccc1	Test	0.87	1.165203
203	63-99-0	O=C(N)Nc1cccc(c1)C	Test	1.29	1.6037326
204	64-00-6	O=C(Oc1cccc(c1)C(C)C)NC	Test	2.63	2.921792
205	64-04-0	NCCc1ccccc1	Test	1.41	1.924667
206	64-10-8	O=C(N)Nc1ccccc1	Test	0.83	1.2702081
207	64-13-1	O(c1ccc(cc1)CC(N)C)C	Test	1.77	1.9324715
208	64-17-5	OCC	Test	-0.31	-0.17244859
209	64-18-6	O=CO	Test	-0.54	-1.4337891
210	64-19-7	O=C(O)C	Test	-0.17	-0.3862377
211	64-39-1	O=C(OC2(c1ccccc1)(CC(N(C)CC2(C))C))CC	Test	3.13	3.0149732
212	64-77-7	O=C(NCCCC)NS(=O)(=O)c1ccc(cc1)C	Test	2.34	2.2509167
213	64-85-7	O=C4C=C3CCC1C(CCC2(C)(C(C(=O)CO)CCC12))C3(C)CC4	Test	2.88	3.213748
214	64-86-8	O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC(=O)C)	Test	1.3	1.0998244
215	65-23-6	Oc1c(ncc(c1CO)CO)C	Test	-0.77	-0.72373265
216	65-45-2	O=C(N)c1ccccc1(O)	Test	1.28	0.72620815
217	65-46-3	O=C1N=C(N)C=CN1C2OC(CO)C(O)C2(O)	Test	-2.51	-1.7116102
218	65-49-6	O=C(O)c1ccc(N)cc1(O)	Test	0.89	0.5923777
219	65-85-0	O=C(O)c1ccccc1	Test	1.87	1.6999884
220	66-25-1	O=CCCCCC	Test	1.78	1.4421141
221	66-28-4	O=CC45(CCC(O)CC5(O)(CCC2C4(CCC3(C)(C(C1=CC(=O)OC1)CCC23(O)))))	Test	0.64	2.0919237
222	66-71-7	n2cccc3ccc1cccnc1c23	Test	1.78	1.8208562
223	66-79-5	O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2ccccc2)C3SC4(C)(C)	Test	2.38	1.9492137
224	66-81-9	O=C1NC(=O)CC(C1)CC(O)C2C(=O)C(C)CC(C)C2	Test	0.55	1.0172241
225	66-97-7	O=C1Oc2cc3occc3(cc2(C=C1))	Test	1.67	1.5935749
226	67-20-9	O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Test	-0.47	0.1513865
227	67-51-6	n1[nH]c(cc1C)C	Test	1.01	0.49615183
228	67-52-7	O=C1NC(=O)CC(=O)N1	Test	-1.47	-1.2232946
229	67-56-1	OC	Test	-0.77	-0.814
230	67-63-0	OC(C)C	Test	0.05	0.34687847
231	67-64-1	O=C(C)C	Test	-0.24	0.20187846
232	67-66-3	C(Cl)(Cl)Cl	Test	1.97	1.8169615
233	67-68-5	O=S(C)C	Test	-1.35	-0.3174486
234	67-71-0	O=S(=O)(C)C	Test	-1.41	-0.89969736
235	67-72-1	C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl	Test	4.14	3.2908597
236	67-73-2	O=C1C=CC4(C(=C1)C(F)CC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34(F)))(C)C)(C)	Test	2.48	2.0143402
237	67-78-7	O=C(OCC(=O)C3(O)(C(OC(=O)C)CC2C4CCC1=CC(=O)C=CC1(C)C4(F)(C(O)CC23(C))))C	Test	1.92	1.6590283
238	68-11-1	O=C(O)CS	Test	0.09	-0.3862377
239	68-12-2	O=CN(C)C	Test	-1.01	0.13308936
240	68-22-4	O=C4C=C3CCC2C(CCC1(C)(C2(CCC1(O)(C#C))))C3CC4	Test	2.97	3.8265338
241	68-26-8	OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C	Test	5.68	4.53105
242	68-35-9	O=S(=O)(Nc1ncccn1)c2ccc(N)cc2	Test	-0.09	0.893118
243	68-36-0	c1cc(ccc1C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	Test	4.62	5.2061505
244	68-76-8	O=C1C=C(C(=O)C(=C1N2CC2)N3CC3)N4CC4	Test	-0.13	-0.67666143
245	68-96-2	O=C4C=C3CCC2C(CCC1(C)(C2(CCC1(O)(C(=O)C))))C3(C)CC4	Test	3.17	3.213748
246	69-23-8	FC(F)(F)c1ccc3c(c1)N(c2ccccc2S3)CCCN4CCN(CCO)CC4	Test	4.36	2.954775
247	69-33-0	OCC3OC(n2ccc1c(ncnc12)N)C(O)C3(O)	Test	-0.8	-1.0250316
248	69-53-4	O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccccc1)C2SC3(C)(C)	Test	0.11	0.28873563
249	69-72-7	O=C(O)c1ccccc1(O)	Test	2.26	1.1322082
250	70-00-8	O=C1NC(=O)N(C=C1C(F)(F)F)C2OC(CO)C(O)C2	Test	-0.46	-0.22668685
251	70-11-1	O=C(c1ccccc1)CBr	Test	2.19	2.3048003
252	70-26-8	O=C(O)C(N)CCCN	Test	-4.22	-0.6479991
253	70-30-4	Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Test	7.54	4.804245
254	70-47-3	O=C(O)C(N)CC(=O)N	Test	-3.82	-1.5465617
255	70-55-3	O=S(=O)(N)c1ccc(cc1)C	Test	0.82	1.1843007
256	70-70-2	O=C(c1ccc(O)cc1)CC	Test	2.03	1.538721
257	71-00-1	O=C(O)C(N)Cc1nc[nH]c1	Test	-3.32	-0.842142
258	71-23-8	OCCC	Test	0.25	0.34687847
259	71-33-0	O=C1N=CNC(=O)N1	Test	-1.87	-0.45837763
260	71-36-3	OCCCC	Test	0.88	0.7999615
261	71-41-0	OCCCCC	Test	1.51	1.2094005
262	71-43-2	c1ccccc1	Test	2.13	2.2549214
263	71-55-6	CC(Cl)(Cl)Cl	Test	2.49	2.2264006
264	71-63-6	O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CCC67(C)))	Test	1.85	1.6622461
265	72-14-0	O=S(=O)(Nc1nccs1)c2ccc(N)cc2	Test	0.05	0.6272293
266	72-18-4	O=C(O)C(N)C(C)C	Test	-2.26	0.15983133
267	72-19-5	O=C(O)C(N)C(O)C	Test	-2.94	-1.0574381
268	72-43-5	O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C	Test	5.08	4.268245
269	72-54-8	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)Cl)Cl	Test	6.02	5.9336896
270	72-55-9	c1cc(ccc1C(c2ccc(cc2)Cl)=C(Cl)Cl)Cl	Test	6.51	5.853894
271	73-24-5	n1cnc2[nH]cnc2(c1N)	Test	-0.07	-0.31612816
272	73-32-5	O=C(O)C(N)C(C)CC	Test	-1.7	0.53754485
273	73-48-3	O=S(=O)(N)c1cc2c(cc1C(F)(F)F)NC(NS2(=O)(=O))Cc3ccccc3	Test	1.89	2.2501788
274	74-11-3	O=C(O)c1ccc(cc1)Cl	Test	2.65	2.3015127
275	74-82-8	C	Test	1.09	1.115
276	74-84-0	CC	Test	1.81	1.7565514
277	74-85-1	C=C	Test	1.13	0.6995514
278	74-86-2	C#C	Test	0.37	0.6995514
279	74-87-3	CCl	Test	0.91	0.8445514
280	74-88-4	CI	Test	1.51	1.3638785
281	74-89-5	NC	Test	-0.57	-0.814
282	74-90-8	N#C	Test	-0.25	-0.959
283	74-95-3	C(Br)Br	Test	1.7	1.8169615
284	74-96-4	CCBr	Test	1.61	1.5969175
