Id	CAS	SMILES	Status	Experimental value	Predicted value
59	13552-44-8	Nc1ccc(cc1)Cc2ccc(N)cc2	Training	Carcinogen	Carcinogen
60	150-68-5	O=C(Nc1ccc(cc1)Cl)N(C)C	Training	Carcinogen	Carcinogen
61	101-80-4	O(c1ccc(N)cc1)c2ccc(N)cc2	Training	Carcinogen	Carcinogen
62	76-01-7	C(C(Cl)(Cl)Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
63	75-56-9	O1CC1C	Training	Carcinogen	Carcinogen
64	542-75-6	C(=CCl)CCl	Training	Carcinogen	Carcinogen
65	1746-01-6	O1c3cc(c(cc3(Oc2cc(c(cc12)Cl)Cl))Cl)Cl	Training	Carcinogen	Carcinogen
66	630-20-6	C(C(Cl)(Cl)Cl)Cl	Training	Carcinogen	Carcinogen
68	79-01-6	C(=C(Cl)Cl)Cl	Training	Carcinogen	Carcinogen
69	78-42-2	O=P(OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC	Training	Carcinogen	Carcinogen
70	87-62-7	Nc1c(cccc1C)C	Training	Carcinogen	NON-Carcinogen
71	17924-92-4	O=C1OC(C)CCCC(=O)CCCC=Cc2cc(O)cc(O)c12	Training	Carcinogen	NON-Carcinogen
72	85-68-7	O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)	Training	Carcinogen	Carcinogen
75	119-53-9	O=C(c1ccccc1)C(O)c2ccccc2	Training	NON-Carcinogen	NON-Carcinogen
77	126-92-1	O=S(=O)([O-])OCC(CC)CCCC	Training	Carcinogen	Carcinogen
78	105-60-2	O=C1NCCCCC1	Training	NON-Carcinogen	NON-Carcinogen
79	107-07-3	OCCCl	Training	NON-Carcinogen	Carcinogen
80	1936-15-8	O=S(=O)([O-])c3cc2ccc(O)c(N=Nc1ccccc1)c2c(c3)S(=O)(=O)[O-]	Training	NON-Carcinogen	Carcinogen
81	105-87-3	O=C(OCC=C(C)CCC=C(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
82	3567-69-9	O=S(=O)([O-])c4ccc(N=Nc1cc(c2ccccc2(c1(O)))S(=O)(=O)[O-])c3ccccc34	Training	NON-Carcinogen	NON-Carcinogen
83	95-50-1	c1ccc(c(c1)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
84	33229-34-4	O=[N+]([O-])c1cc(ccc1(NCCO))N(CCO)CCO	Training	NON-Carcinogen	Carcinogen
85	148-24-3	Oc1cccc2cccnc12	Training	NON-Carcinogen	NON-Carcinogen
86	69-65-8	OCC(O)C(O)C(O)C(O)CO	Training	NON-Carcinogen	NON-Carcinogen
87	108-95-2	Oc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
88	115-07-1	C=CC	Training	NON-Carcinogen	NON-Carcinogen
90	15481-70-6	Nc1cccc(N)c1C	Training	NON-Carcinogen	Carcinogen
91	75-35-4	C=C(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
92	968-81-0	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)C(=O)C	Training	NON-Carcinogen	NON-Carcinogen
93	116-06-3	O=C(ON=CC(C)(C)SC)NC	Training	NON-Carcinogen	NON-Carcinogen
94	101-05-3	n1c(nc(nc1Cl)Cl)Nc2ccccc2Cl	Training	NON-Carcinogen	Carcinogen
96	118-92-3	O=C(O)c1ccccc1(N)	Training	NON-Carcinogen	NON-Carcinogen
97	128-37-0	Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C	Training	NON-Carcinogen	NON-Carcinogen
98	77-65-6	O=C(N)NC(=O)C(CC)(CC)Br	Training	NON-Carcinogen	NON-Carcinogen
99	140-49-8	O=C(Nc1ccc(cc1)C(=O)CCl)C	Training	NON-Carcinogen	Carcinogen
100	999-81-5	C[N+](C)(C)CCCl	Training	NON-Carcinogen	Carcinogen
101	6959-47-3	n1ccccc1CCl	Training	NON-Carcinogen	Carcinogen
102	61702-44-1	Nc1ccc(N)c(c1)Cl	Training	NON-Carcinogen	Carcinogen
103	94-20-2	O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl	Training	NON-Carcinogen	Carcinogen
104	56-72-4	O=C2Oc1cc(OP(OCC)(OCC)=S)ccc1C(=C2Cl)C	Training	NON-Carcinogen	Carcinogen
105	333-41-5	n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
106	262-12-4	O1c3ccccc3(Oc2ccccc12)	Training	NON-Carcinogen	NON-Carcinogen
107	62-73-7	O=P(OC=C(Cl)Cl)(OC)OC	Training	Carcinogen	Carcinogen
108	1212-29-9	N(C(NC1CCCCC1)=S)C2CCCCC2	Training	NON-Carcinogen	Carcinogen
109	60-51-5	O=C(NC)CSP(OC)(OC)=S	Training	NON-Carcinogen	NON-Carcinogen
110	54150-69-5	O(c1ccc(N)c(OC)c1)C	Training	NON-Carcinogen	Carcinogen
112	121-14-2	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C	Training	Carcinogen	Carcinogen
113	78-34-2	O1CCOC(C1SP(OCC)(OCC)=S)SP(OCC)(OCC)=S	Training	NON-Carcinogen	NON-Carcinogen
114	72-20-8	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	Carcinogen
115	536-33-4	n1ccc(cc1CC)C(N)=S	Training	NON-Carcinogen	Carcinogen
116	75-47-8	C(I)(I)I	Training	NON-Carcinogen	Carcinogen
117	434-13-9	O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CCC23(C))	Training	NON-Carcinogen	NON-Carcinogen
118	1634-78-2	O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC	Training	NON-Carcinogen	Carcinogen
119	121-75-5	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Training	NON-Carcinogen	NON-Carcinogen
121	72-43-5	O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C	Training	NON-Carcinogen	Carcinogen
122	298-00-0	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1	Training	NON-Carcinogen	Carcinogen
123	315-18-4	O=C(Oc1cc(c(c(c1)C)N(C)C)C)NC	Training	NON-Carcinogen	NON-Carcinogen
124	1465-25-4	NCCNc2cccc1ccccc12	Training	NON-Carcinogen	NON-Carcinogen
125	619-17-0	O=C(O)c1ccc(cc1(N))[N+](=O)[O-]	Training	NON-Carcinogen	Carcinogen
126	86-57-7	O=[N+]([O-])c2cccc1ccccc12	Training	NON-Carcinogen	Carcinogen
127	99-56-9	O=[N+]([O-])c1ccc(N)c(N)c1	Training	NON-Carcinogen	Carcinogen
129	82-68-8	O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
130	834-28-6	N=C(N)NC(=N)NCCc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
131	624-18-0	Nc1ccc(N)cc1	Training	NON-Carcinogen	Carcinogen
132	89-25-8	O=C1N(N=C(C)C1)c2ccccc2	Training	NON-Carcinogen	NON-Carcinogen
133	101-54-2	Nc1ccc(cc1)Nc2ccccc2	Training	NON-Carcinogen	Carcinogen
134	103-85-5	NC(Nc1ccccc1)=S	Training	NON-Carcinogen	Carcinogen
135	88-96-0	O=C(N)c1ccccc1(C(=O)N)	Training	NON-Carcinogen	NON-Carcinogen
136	85-44-9	O=C1OC(=O)c2ccccc12	Training	NON-Carcinogen	NON-Carcinogen
137	51-03-6	O1c2cc(c(cc2(OC1))CCC)COCCOCCOCCCC	Training	NON-Carcinogen	Carcinogen
138	2783-94-0	O=S(=O)([O-])c3ccc(N=Nc1c(O)ccc2cc(ccc12)S(=O)(=O)[O-])cc3	Training	NON-Carcinogen	NON-Carcinogen
139	2438-88-2	O=[N+]([O-])c1c(c(c(OC)c(c1Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
140	97-77-8	C(N(CC)CC)(=S)SSC(N(CC)CC)=S	Training	NON-Carcinogen	Carcinogen
141	1156-19-0	O=C(NN1CCCCCC1)NS(=O)(=O)c2ccc(cc2)C	Training	NON-Carcinogen	Carcinogen
142	64-77-7	O=C(NCCCC)NS(=O)(=O)c1ccc(cc1)C	Training	NON-Carcinogen	NON-Carcinogen
144	150-38-9	O=C([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
145	73-22-3	O=C(O)C(N)Cc2c[nH]c1ccccc12	Training	NON-Carcinogen	NON-Carcinogen
146	117-79-3	O=C1c3ccccc3(C(=O)c2cc(N)ccc12)	Training	Carcinogen	Carcinogen
147	17026-81-2	O=C(Nc1ccc(OCC)c(N)c1)C	Training	Carcinogen	Carcinogen
148	132-32-1	Nc1ccc3c(c1)c2ccccc2n3CC	Training	Carcinogen	Carcinogen
149	82-28-0	O=C1c3ccccc3(C(=O)c2c(N)c(ccc12)C)	Training	Carcinogen	Carcinogen
150	119-34-6	O=[N+]([O-])c1cc(N)ccc1(O)	Training	Carcinogen	Carcinogen
151	121-66-4	O=[N+]([O-])c1cnc(N)s1	Training	Carcinogen	Carcinogen
152	142-04-1	Nc1ccccc1	Training	Carcinogen	Carcinogen
153	134-29-2	O(c1ccccc1(N))C	Training	Carcinogen	Carcinogen
155	103-33-3	N(=Nc1ccccc1)c2ccccc2	Training	Carcinogen	Carcinogen
157	109-69-3	CCCCCl	Training	NON-Carcinogen	Carcinogen
158	156-62-7	N#CN=[Ca]	Training	NON-Carcinogen	NON-Carcinogen
159	57-74-9	C2(=C(C3(C1C(CC(C1Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
160	115-28-6	O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
161	20265-96-7	Nc1ccc(cc1)Cl	Training	Carcinogen	Carcinogen
162	510-15-6	O=C(OCC)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	Carcinogen	Carcinogen
163	563-47-3	C=C(C)CCl	Training	Carcinogen	Carcinogen
164	6959-48-4	n1cccc(c1)CCl	Training	Carcinogen	Carcinogen
165	5131-60-2	Nc1ccc(c(N)c1)Cl	Training	Carcinogen	Carcinogen
166	95-83-0	Nc1ccc(cc1(N))Cl	Training	Carcinogen	Carcinogen
167	1897-45-6	N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl	Training	Carcinogen	NON-Carcinogen
168	95-74-9	Nc1ccc(c(c1)Cl)C	Training	NON-Carcinogen	Carcinogen
169	3165-93-3	Nc1ccc(cc1C)Cl	Training	Carcinogen	Carcinogen
170	95-79-4	Nc1cc(ccc1C)Cl	Training	Carcinogen	Carcinogen
171	87-29-6	O=C(OCC=Cc1ccccc1)c2ccccc2(N)	Training	Carcinogen	Carcinogen
172	102-50-1	O(c1ccc(N)c(c1)C)C	Training	Carcinogen	Carcinogen
173	120-71-8	O(c1ccc(cc1(N))C)C	Training	Carcinogen	Carcinogen
174	135-20-6	O=NN([O-])c1ccccc1	Training	Carcinogen	Carcinogen
175	80-08-0	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	Training	Carcinogen	Carcinogen
176	72-55-9	c1cc(ccc1C(c2ccc(cc2)Cl)=C(Cl)Cl)Cl	Training	Carcinogen	Carcinogen
177	1163-19-5	O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br	Training	Carcinogen	Carcinogen
178	615-05-4	O(c1ccc(N)cc1(N))C	Training	Carcinogen	Carcinogen
179	95-80-7	Nc1ccc(c(N)c1)C	Training	Carcinogen	Carcinogen
181	115-32-2	OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C(Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
182	105-55-5	N(C(NCC)=S)CC	Training	Carcinogen	Carcinogen
183	91-93-0	O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2	Training	Carcinogen	Carcinogen
184	597-25-1	O=P(OC)(OC)N1CCOCC1	Training	Carcinogen	Carcinogen
185	123-91-1	O1CCOCC1	Training	Carcinogen	NON-Carcinogen
186	1937-37-7	O=S(=O)([O-])c5cc6cc(c(N=Nc1ccc(cc1)c3ccc(N=Nc2ccc(N)cc2(N))cc3)c(N)c6(c(O)c5(N=Nc4ccccc4)))S(=O)(=O)[O-]	Training	Carcinogen	Carcinogen
187	2602-46-2	O=S(=O)([O-])c5cc(N)c6c(O)c(N=Nc1ccc(cc1)c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)[O-]))S(=O)(=O)[O-])cc4)c(cc6(c5))S(=O)(=O)[O-]	Training	Carcinogen	Carcinogen
188	16071-86-6	O=C([O-])c7cc(N=Nc1ccc(cc1)c6ccc(N=Nc5c(O)ccc2c5(O[Cu]3Oc4ccc(cc4(N=[N+]23))S(=O)(=O)[O-]))cc6)ccc7(O)	Training	Carcinogen	Carcinogen
189	2475-45-8	O=C1c3c(N)ccc(N)c3(C(=O)c2c(N)ccc(N)c12)	Training	Carcinogen	Carcinogen
195	76-44-8	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
196	67-72-1	C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
197	122-66-7	c1ccc(cc1)NNc2ccccc2	Training	Carcinogen	Carcinogen
198	78-59-1	O=C1C=C(C)CC(C)(C)C1	Training	Carcinogen	Carcinogen
199	303-34-4	O=C(OC2CCN1CC=C(COC(=O)C(O)(C(OC)C)C(O)(C)C)C12)C(=CC)C	Training	Carcinogen	Carcinogen
200	58-89-9	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
201	101-61-1	c1cc(ccc1N(C)C)Cc2ccc(cc2)N(C)C	Training	Carcinogen	Carcinogen
202	129-15-7	O=C2c3ccccc3(C(=O)c1c2(ccc(c1[N+](=O)[O-])C))	Training	Carcinogen	Carcinogen
203	90-94-8	O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C	Training	Carcinogen	Carcinogen
204	2243-62-1	Nc1cccc2c(N)cccc12	Training	Carcinogen	Carcinogen
205	139-94-6	O=C(Nc1ncc([N+](=O)[O-])s1)NCC	Training	Carcinogen	Carcinogen
206	139-13-9	O=C(O)CN(CC(=O)O)CC(=O)O	Training	Carcinogen	NON-Carcinogen
207	602-87-9	O=[N+]([O-])c3ccc2c1c3(cccc1CC2)	Training	Carcinogen	Carcinogen
208	1777-84-0	O=C(Nc1ccc(OCC)c(c1)[N+](=O)[O-])C	Training	Carcinogen	Carcinogen
209	94-52-0	O=[N+]([O-])c1ccc2nc[nH]c2(c1)	Training	Carcinogen	Carcinogen
210	99-59-2	O=[N+]([O-])c1ccc(OC)c(N)c1	Training	Carcinogen	Carcinogen
211	5307-14-2	O=[N+]([O-])c1cc(N)ccc1(N)	Training	Carcinogen	Carcinogen
212	156-10-5	O=Nc1ccc(cc1)Nc2ccccc2	Training	Carcinogen	Carcinogen
213	99-55-8	O=[N+]([O-])c1ccc(c(N)c1)C	Training	Carcinogen	Carcinogen
215	136-40-3	N(=Nc1ccc(nc1(N))N)c2ccccc2	Training	Carcinogen	Carcinogen
216	3546-10-9	O=C(OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(C)CCCC(C)C))C3(C)CC4)Cc5ccc(cc5)N(CCCl)CCCl	Training	Carcinogen	Carcinogen
218	120-62-7	O=S(CCCCCCCC)C(C)Cc1ccc2OCOc2(c1)	Training	Carcinogen	Carcinogen
219	1955-45-9	O=C1OCC1(C)C	Training	Carcinogen	Carcinogen
220	366-70-1	O=C(NC(C)C)c1ccc(cc1)CNNC	Training	Carcinogen	Carcinogen
222	105-11-3	ON=C1C=CC(=NO)C=C1	Training	Carcinogen	NON-Carcinogen
223	50-55-5	O=C(OC3CC2CN4CCc1c5ccc(OC)cc5([nH]c1C4(CC2C(C(=O)OC)C3(OC))))c6cc(OC)c(OC)c(OC)c6	Training	Carcinogen	NON-Carcinogen
224	100-42-5	C=Cc1ccccc1	Training	Carcinogen	NON-Carcinogen
225	1596-84-5	O=C(O)CCC(=O)NN(C)C	Training	Carcinogen	Carcinogen
226	95-06-7	C=C(CSC(N(CC)CC)=S)Cl	Training	Carcinogen	Carcinogen
227	127-69-5	O=S(=O)(Nc1onc(c1C)C)c2ccc(N)cc2	Training	NON-Carcinogen	Carcinogen
228	79-34-5	C(C(Cl)Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
229	127-18-4	C(=C(Cl)Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
230	961-11-5	O=P(OC(=CCl)c1cc(c(cc1Cl)Cl)Cl)(OC)OC	Training	Carcinogen	Carcinogen
231	139-65-1	Nc1ccc(cc1)Sc2ccc(N)cc2	Training	Carcinogen	Carcinogen
232	79-00-5	C(C(Cl)Cl)Cl	Training	Carcinogen	Carcinogen
233	88-06-2	Oc1c(cc(cc1Cl)Cl)Cl	Training	Carcinogen	NON-Carcinogen
234	1582-09-8	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F	Training	Carcinogen	Carcinogen
235	137-17-7	Nc1cc(c(cc1C)C)C	Training	Carcinogen	Carcinogen
236	2489-77-2	N(C(N(C)C)=S)C	Training	Carcinogen	Carcinogen
237	126-72-7	O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br	Training	Carcinogen	Carcinogen
238	100-40-3	C=CC1CC=CCC1	Training	Carcinogen	NON-Carcinogen
239	107-13-1	N#CC=C	Training	Carcinogen	NON-Carcinogen
240	542-88-1	O(CCl)CCl	Training	Carcinogen	Carcinogen
241	107-30-2	O(C)CCl	Training	Carcinogen	Carcinogen
242	505-60-2	C(CSCCCl)Cl	Training	Carcinogen	Carcinogen
243	75-21-8	O1CC1	Training	Carcinogen	Carcinogen
244	56-75-7	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl	Training	NON-Carcinogen	Carcinogen
245	148-82-3	O=C(O)C(N)Cc1ccc(cc1)N(CCCl)CCCl	Training	Carcinogen	Carcinogen
246	92-67-1	Nc1ccc(cc1)c2ccccc2	Training	Carcinogen	Carcinogen
247	494-03-1	c1ccc2cc(ccc2(c1))N(CCCl)CCCl	Training	Carcinogen	Carcinogen
248	434-07-1	O=C1C(=CO)CC4(C)(C(C1)CCC3C4(CCC2(C)(C3(CCC2(O)(C)))))	Training	Carcinogen	Carcinogen
249	55-98-1	O=S(=O)(OCCCCOS(=O)(=O)C)C	Training	Carcinogen	NON-Carcinogen
250	56-23-5	C(Cl)(Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
252	107-06-2	C(CCl)Cl	Training	Carcinogen	Carcinogen
253	75-01-4	C=CCl	Training	Carcinogen	Carcinogen
254	121-88-0	O=[N+]([O-])c1ccc(N)c(O)c1	Training	Carcinogen	Carcinogen
256	100-51-6	OCc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
257	75-27-4	C(Cl)(Cl)Br	Training	Carcinogen	Carcinogen
258	569-61-9	Nc1ccc(cc1)C(c2ccc(N)cc2)=C3C=CC(=[NH2+])C=C3	Training	Carcinogen	Carcinogen
259	106-46-7	c1cc(ccc1Cl)Cl	Training	Carcinogen	Carcinogen
260	75-09-2	C(Cl)Cl	Training	Carcinogen	Carcinogen
261	120-83-2	Oc1ccc(cc1Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
262	513-37-1	C(=C(C)C)Cl	Training	Carcinogen	Carcinogen
263	106-88-7	O1CC1CC	Training	Carcinogen	Carcinogen
264	54-31-9	O=C(O)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N	Training	Carcinogen	Carcinogen
267	5989-27-5	C=C(C)C1CC=C(C)CC1	Training	Carcinogen	NON-Carcinogen
268	24382-04-5	O=CC=C[O-]	Training	Carcinogen	Carcinogen
269	149-30-4	n2c1ccccc1sc2S	Training	Carcinogen	NON-Carcinogen
270	598-55-0	O=C(OC)N	Training	Carcinogen	Carcinogen
272	80-62-6	O=C(OC)C(=C)C	Training	NON-Carcinogen	NON-Carcinogen
273	67-20-9	O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	Carcinogen	Carcinogen
274	59-87-0	O=C(N)NN=Cc1oc(cc1)[N+](=O)[O-]	Training	Carcinogen	Carcinogen
276	61-76-7	Oc1cccc(c1)C(O)CNC	Training	NON-Carcinogen	NON-Carcinogen
279	64-75-5	O=C(N)C=3C(=O)C4(O)(C(O)=C2C(=O)c1c(O)cccc1C(O)(C)C2CC4(C(C=3(O))N(C)C))	Training	NON-Carcinogen	Carcinogen
280	75-25-2	C(Br)(Br)Br	Training	Carcinogen	Carcinogen
281	50-44-2	n1cnc(c2nc[nH]c12)S	Training	NON-Carcinogen	Carcinogen
282	79-06-1	O=C(N)C=C	Training	Carcinogen	Carcinogen
283	759-73-9	O=NN(C(=O)N)CC	Training	Carcinogen	Carcinogen
284	23214-92-8	O=C1c5cccc(OC)c5(C(=O)c2c(O)c4c(c(O)c12)CC(O)(C(=O)CO)CC4(OC3OC(C)C(O)C(N)C3))	Training	Carcinogen	Carcinogen
285	64-67-5	O=S(=O)(OCC)OCC	Training	Carcinogen	Carcinogen
286	62-50-0	O=S(=O)(OCC)C	Training	Carcinogen	Carcinogen
287	926-06-7	O=S(=O)(OC(C)C)C	Training	Carcinogen	Carcinogen
288	66-27-3	O=S(=O)(OC)C	Training	Carcinogen	Carcinogen
289	52-24-4	N1(CC1)P(N2CC2)(N3CC3)=S	Training	Carcinogen	Carcinogen
290	68-76-8	O=C1C=C(C(=O)C(=C1N2CC2)N3CC3)N4CC4	Training	Carcinogen	Carcinogen
291	512-56-1	O=P(OC)(OC)OC	Training	Carcinogen	Carcinogen
292	51-75-2	N(C)(CCCl)CCCl	Training	Carcinogen	Carcinogen
293	126-85-2	[O-][N+](C)(CCCl)CCCl	Training	Carcinogen	Carcinogen
294	446-86-6	O=[N+]([O-])c1ncn(c1Sc3ncnc2nc[nH]c23)C	Training	Carcinogen	Carcinogen
296	91-20-3	c1ccc2ccccc2(c1)	Training	Carcinogen	NON-Carcinogen
297	58-33-3	c1ccc3c(c1)N(c2ccccc2S3)CC(N(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
