Id	CAS	SMILES	Status	Experimental value	Predicted value
22	50-76-0	O=C6OC(C)C(NC(=O)c2ccc(c1OC=5C(=Nc12)C(C(=O)NC3C(=O)NC(C(=O)N4CCCC4(C(=O)N(C)CC(=O)N(C)C(C(=O)OC3(C))C(C)C))C(C)C)=C(N)C(=O)C=5C)C)C(=O)NC(C(=O)N7CCCC7(C(=O)N(C)CC(=O)N(C)C6C(C)C))C(C)C	Training	Carcinogen	NON-Carcinogen
23	628-94-4	O=C(N)CCCCC(=O)N	Training	NON-Carcinogen	NON-Carcinogen
24	3688-53-7	O=C(N)C(=Cc1oc(cc1)[N+](=O)[O-])c2occc2	Training	Carcinogen	Carcinogen
25	29611-03-8	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(O)CC5	Training	Carcinogen	Carcinogen
26	1162-65-8	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(=O)CC5	Test	Carcinogen	Carcinogen
27	22131-79-9	O=C(O)Cc1ccc(OCC=C)c(c1)Cl	Training	NON-Carcinogen	Carcinogen
28	116-06-3	O=C(ON=CC(C)(C)SC)NC	Training	NON-Carcinogen	NON-Carcinogen
29	97-59-6	O=C(N)NC1NC(=O)NC1(=O)	Training	NON-Carcinogen	NON-Carcinogen
30	107-18-6	OCC=C	Training	NON-Carcinogen	NON-Carcinogen
31	106-92-3	O(CC=C)CC1OC1	Training	NON-Carcinogen	NON-Carcinogen
32	57-06-7	C(=NCC=C)=S	Test	Carcinogen	NON-Carcinogen
33	2835-39-4	O=C(OCC=C)CC(C)C	Test	Carcinogen	NON-Carcinogen
34	760-56-5	O=NN(C(=O)N)CC=C	Training	Carcinogen	Carcinogen
35	81-49-2	O=C1c3ccccc3(C(=O)c2c1c(N)c(cc2Br)Br)	Training	Carcinogen	Carcinogen
36	17026-81-2	O=C(Nc1ccc(OCC)c(N)c1)C	Training	NON-Carcinogen	NON-Carcinogen
37	82-28-0	O=C1c3ccccc3(C(=O)c2c(N)c(ccc12)C)	Training	Carcinogen	Carcinogen
38	3775-55-1	O=[N+]([O-])c1oc(cc1)c2nnc(o2)N	Training	Carcinogen	Carcinogen
39	712-68-5	O=[N+]([O-])c1oc(cc1)c2nnc(N)s2	Training	Carcinogen	Carcinogen
40	38514-71-5	O=[N+]([O-])c1oc(cc1)c2nc(N)sc2	Training	Carcinogen	Carcinogen
41	99-57-0	O=[N+]([O-])c1ccc(O)c(N)c1	Training	Carcinogen	Carcinogen
42	121-88-0	O=[N+]([O-])c1ccc(N)c(O)c1	Test	Carcinogen	Carcinogen
43	119-34-6	O=[N+]([O-])c1cc(N)ccc1(O)	Training	Carcinogen	Carcinogen
44	121-66-4	O=[N+]([O-])c1cnc(N)s1	Training	Carcinogen	Carcinogen
45	117-79-3	O=C1c3ccccc3(C(=O)c2cc(N)ccc12)	Training	Carcinogen	Carcinogen
46	97-56-3	N(=Nc1ccccc1C)c2ccc(N)c(c2)C	Training	Carcinogen	Carcinogen
47	60-32-2	O=C(O)CCCCCN	Training	NON-Carcinogen	NON-Carcinogen
48	60142-96-3	O=C(O)CC1(CN)(CCCCC1)	Training	Carcinogen	Carcinogen
49	61-82-5	n1cnc(N)[nH]1	Training	Carcinogen	Carcinogen
50	2432-99-7	O=C(O)CCCCCCCCCCN	Test	Carcinogen	NON-Carcinogen
51	57-43-2	O=C1NC(=O)C(C(=O)N1)(CC)CCC(C)C	Training	NON-Carcinogen	NON-Carcinogen
52	10589-74-9	O=NN(C(=O)N)CCCCC	Training	Carcinogen	Carcinogen
53	4180-23-8	O(c1ccc(cc1)C=CC)C	Test	NON-Carcinogen	NON-Carcinogen
54	101-05-3	n1c(nc(nc1Cl)Cl)Nc2ccccc2Cl	Training	NON-Carcinogen	NON-Carcinogen
55	62-53-3	Nc1ccccc1	Test	NON-Carcinogen	NON-Carcinogen
56	118-92-3	O=C(O)c1ccccc1(N)	Test	NON-Carcinogen	NON-Carcinogen
57	140-57-8	O=S(OCCCl)OC(C)COc1ccc(cc1)C(C)(C)C	Training	Carcinogen	Carcinogen
58	50-81-7	O=C1C(O)=C(O)OC1C(O)CO	Training	NON-Carcinogen	NON-Carcinogen
59	22839-47-0	O=C(O)CC(N)C(=O)NC(C(=O)OC)Cc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
60	50-78-2	O=C(O)c1ccccc1(OC(=O)C)	Training	NON-Carcinogen	NON-Carcinogen
61	68844-77-9	Fc1ccc(cc1)Cn3c(nc2ccccc23)NC5CCN(CCc4ccc(OC)cc4)CC5	Test	NON-Carcinogen	NON-Carcinogen
62	1912-24-9	n1c(nc(nc1NC(C)C)Cl)NCC	Training	Carcinogen	Carcinogen
63	51-55-8	O=C(OC2CC1N(C)C(CC1)C2)C(c3ccccc3)CO	Training	NON-Carcinogen	Carcinogen
64	3131-60-0	O=C1N=C(N)C=NN1C2OC(CO)C(O)C2(O)	Training	NON-Carcinogen	NON-Carcinogen
65	115-02-6	N#[N+]C=C([O-])OCC(N)C(=O)O	Training	Carcinogen	Carcinogen
66	446-86-6	O=[N+]([O-])c1ncn(c1Sc3ncnc2nc[nH]c23)C	Training	NON-Carcinogen	NON-Carcinogen
67	123524-52-7	O=C(OC(C)C)C5=C(NC(N)=C(C(=O)OC1CN(C1)C(c2ccccc2)c3ccccc3)C5(c4cccc(c4)[N+](=O)[O-]))C	Training	NON-Carcinogen	NON-Carcinogen
68	86-50-0	O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S)	Training	NON-Carcinogen	NON-Carcinogen
69	103-33-3	N(=Nc1ccccc1)c2ccccc2	Test	Carcinogen	Carcinogen
70	25843-45-2	[O-][N+](=NC)C	Training	Carcinogen	Carcinogen
71	17697-55-1	[O-][N+](=NCCC)CCC	Training	Carcinogen	Carcinogen
72	17967-53-9	[O-][N+](=NC(C)C)C(C)C	Training	Carcinogen	Carcinogen
73	30516-87-1	[N-]=[N+]=NC1CC(OC1(CO))N2C=C(C(=O)NC2(=O))C	Test	Carcinogen	Carcinogen
74	67-52-7	O=C1NC(=O)CC(=O)N1	Training	NON-Carcinogen	NON-Carcinogen
75	88133-11-3	n2cnn3c(nc(c1ccccc1)c(c23)CCOCC)N	Training	Carcinogen	NON-Carcinogen
76	64896-26-0	O=C(O)c1ccc(cc1)NN=C2C=CC(=O)C(=C2)C(=O)O	Training	NON-Carcinogen	Carcinogen
77	100-52-7	O=Cc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
78	71-43-2	c1ccccc1	Training	Carcinogen	Carcinogen
79	92-87-5	Nc1ccc(cc1)c2ccc(N)cc2	Training	Carcinogen	Carcinogen
80	50-32-8	c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45	Training	Carcinogen	Carcinogen
81	271-89-6	o1ccc2ccccc12	Training	Carcinogen	Carcinogen
82	91-76-9	n1c(nc(nc1N)c2ccccc2)N	Training	NON-Carcinogen	NON-Carcinogen
83	65-85-0	O=C(O)c1ccccc1	Test	NON-Carcinogen	Carcinogen
84	119-53-9	O=C(c1ccccc1)C(O)c2ccccc2	Training	NON-Carcinogen	NON-Carcinogen
85	95-14-7	n1[nH]nc2ccccc12	Training	NON-Carcinogen	Carcinogen
86	140-11-4	O=C(OCc1ccccc1)C	Training	NON-Carcinogen	NON-Carcinogen
87	100-51-6	OCc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
88	100-44-7	c1ccc(cc1)CCl	Training	NON-Carcinogen	NON-Carcinogen
89	120-32-1	Oc1ccc(cc1Cc2ccccc2)Cl	Training	NON-Carcinogen	NON-Carcinogen
90	622-78-6	C(=NCc1ccccc1)=S	Training	NON-Carcinogen	NON-Carcinogen
91	3012-37-1	N#CSCc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
92	14504-15-5	O=C(N)Cc1c([O-])on[n+]1Cc2ccccc2	Training	Carcinogen	Carcinogen
93	3296-90-0	OCC(CO)(CBr)CBr	Training	Carcinogen	Carcinogen
94	108-60-1	O(C(C)CCl)C(C)CCl	Training	NON-Carcinogen	NON-Carcinogen
95	542-88-1	O(CCl)CCl	Test	Carcinogen	Carcinogen
96	76150-91-9	n1cc(cc(c1Oc3ccc(Oc2ncc(cc2Cl)Cl)cc3)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
97	33372-39-3	O=[N+]([O-])c3ccc(c2nc1ccccc1c(n2)N(CCO)CCO)s3	Training	Carcinogen	Carcinogen
98	58139-47-2	OCCN(c2nc(nc1ccccc12)c3cccs3)CCO	Training	NON-Carcinogen	NON-Carcinogen
99	110-97-4	OC(C)CNCC(O)C	Training	NON-Carcinogen	NON-Carcinogen
100	80-05-7	Oc1ccc(cc1)C(c2ccc(O)cc2)(C)C	Training	NON-Carcinogen	NON-Carcinogen
101	2475-45-8	O=C1c3c(N)ccc(N)c3(C(=O)c2c(N)ccc(N)c12)	Test	Carcinogen	Carcinogen
102	2784-94-3	O=[N+]([O-])c1cc(ccc1(NC))N(CCO)CCO	Training	Carcinogen	NON-Carcinogen
103	33229-34-4	O=[N+]([O-])c1cc(ccc1(NCCO))N(CCO)CCO	Training	NON-Carcinogen	Carcinogen
104	75-27-4	C(Cl)(Cl)Br	Training	Carcinogen	Carcinogen
105	74-96-4	CCBr	Test	Carcinogen	Carcinogen
106	51333-22-3	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34))CCC)(C)	Training	Carcinogen	NON-Carcinogen
107	106-99-0	C=CC=C	Training	Carcinogen	Carcinogen
108	75-65-0	OC(C)(C)C	Training	Carcinogen	Carcinogen
109	85-68-7	O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)	Test	Carcinogen	Carcinogen
110	109-69-3	CCCCCl	Training	NON-Carcinogen	NON-Carcinogen
111	3817-11-6	O=NN(CCCC)CCCCO	Test	Carcinogen	Carcinogen
112	88-26-6	Oc1c(cc(cc1C(C)(C)C)CO)C(C)(C)C	Training	NON-Carcinogen	NON-Carcinogen
113	2409-55-4	Oc1ccc(cc1C(C)(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
114	13010-08-7	O=NN(C(=N[N+](=O)[O-])N)CCCC	Training	NON-Carcinogen	Carcinogen
115	869-01-2	O=NN(C(=O)N)CCCC	Test	Carcinogen	Carcinogen
116	128-37-0	Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C	Training	NON-Carcinogen	NON-Carcinogen
117	98-54-4	Oc1ccc(cc1)C(C)(C)C	Training	NON-Carcinogen	NON-Carcinogen
118	592-31-4	O=C(N)NCCCC	Training	NON-Carcinogen	NON-Carcinogen
119	3068-88-0	O=C1OC(C)C1	Training	Carcinogen	Carcinogen
120	96-48-0	O=C1OCCC1	Training	NON-Carcinogen	NON-Carcinogen
121	331-39-5	O=C(O)C=Cc1ccc(O)c(O)c1	Test	Carcinogen	NON-Carcinogen
122	58-08-2	O=C2c1c(ncn1C)N(C(=O)N2C)C	Training	NON-Carcinogen	NON-Carcinogen
123	145040-37-5	O=C(OC(OC(=O)c2cccc1nc(OCC)n(c12)Cc3ccc(cc3)c5ccccc5(c4nn[nH]n4))C)OC6CCCCC6	Training	NON-Carcinogen	NON-Carcinogen
124	105-60-2	O=C1NCCCCC1	Training	NON-Carcinogen	NON-Carcinogen
125	2425-06-1	O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
126	63-25-2	O=C(Oc1cccc2ccccc12)NC	Test	Carcinogen	NON-Carcinogen
127	56-23-5	C(Cl)(Cl)(Cl)Cl	Training	Carcinogen	Carcinogen
128	60391-92-6	O=NN(C(=O)N)CC(=O)O	Training	Carcinogen	Carcinogen
129	77-65-6	O=C(N)NC(=O)C(CC)(CC)Br	Training	NON-Carcinogen	NON-Carcinogen
130	7235-40-7	C(=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C=C(C=CC=C(C=CC2=C(C)CCCC2(C)C)C)C	Training	NON-Carcinogen	NON-Carcinogen
131	120-80-9	Oc1ccccc1(O)	Test	Carcinogen	Carcinogen
132	56980-93-9	O=C(Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C)N(CC)CC	Training	NON-Carcinogen	NON-Carcinogen
133	133-90-4	O=C(O)c1cc(cc(N)c1Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
134	305-03-3	O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl	Training	Carcinogen	Carcinogen
135	56-75-7	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
136	57-74-9	C2(=C(C3(C1C(CC(C1Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
137	115-28-6	O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	NON-Carcinogen
138	101-79-1	O(c1ccc(N)cc1)c2ccc(cc2)Cl	Test	Carcinogen	Carcinogen
139	77439-76-0	O=C1OC(O)C(=C1Cl)C(Cl)Cl	Test	Carcinogen	NON-Carcinogen
140	37087-94-8	O=C(O)c1cc(ccc1Cl)S(=O)(=O)N2CC(C)CC(C)C2	Training	Carcinogen	Carcinogen
141	97-00-7	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])Cl	Test	NON-Carcinogen	Carcinogen
142	88-73-3	O=[N+]([O-])c1ccccc1Cl	Training	NON-Carcinogen	NON-Carcinogen
143	100-00-5	O=[N+]([O-])c1ccc(cc1)Cl	Training	NON-Carcinogen	NON-Carcinogen
144	5131-60-2	Nc1ccc(c(N)c1)Cl	Training	Carcinogen	Carcinogen
145	95-83-0	Nc1ccc(cc1(N))Cl	Training	Carcinogen	Carcinogen
146	95-74-9	Nc1ccc(c(c1)Cl)C	Training	NON-Carcinogen	Carcinogen
147	95-79-4	Nc1cc(ccc1C)Cl	Training	NON-Carcinogen	Carcinogen
148	75-88-7	FC(F)(F)CCl	Training	Carcinogen	Carcinogen
149	50892-23-4	O=C(O)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	Carcinogen	Carcinogen
150	65089-17-0	O=C(NCCO)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	Carcinogen	Carcinogen
151	532-27-4	O=C(c1ccccc1)CCl	Training	NON-Carcinogen	NON-Carcinogen
152	140-49-8	O=C(Nc1ccc(cc1)C(=O)CCl)C	Training	NON-Carcinogen	NON-Carcinogen
153	106-47-8	Nc1ccc(cc1)Cl	Training	NON-Carcinogen	NON-Carcinogen
154	2698-41-1	N#CC(C#N)=Cc1ccccc1Cl	Training	NON-Carcinogen	NON-Carcinogen
155	108-90-7	c1ccc(cc1)Cl	Training	Carcinogen	NON-Carcinogen
156	510-15-6	O=C(OCC)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	NON-Carcinogen	NON-Carcinogen
157	124-48-1	C(Cl)(Br)Br	Training	NON-Carcinogen	Carcinogen
158	75-45-6	FC(F)Cl	Test	NON-Carcinogen	Carcinogen
159	75-00-3	CCCl	Test	NON-Carcinogen	Carcinogen
160	593-70-4	FCCl	Test	Carcinogen	Carcinogen
161	107-30-2	O(C)CCl	Training	Carcinogen	Carcinogen
162	150-68-5	O=C(Nc1ccc(cc1)Cl)N(C)C	Test	Carcinogen	NON-Carcinogen
163	117279-73-9	n1nc4n(c1C)c3c(cc(CCc2ccc(cc2)CC(C)C)s3)C(=NC4C)c5ccccc5Cl	Test	NON-Carcinogen	Carcinogen
164	10473-70-8	O=C(OC(C#C)(c1ccccc1)c2ccc(cc2)Cl)N	Training	Carcinogen	NON-Carcinogen
165	2227-13-6	c1cc(ccc1Cl)Sc2cc(c(cc2Cl)Cl)Cl	Training	NON-Carcinogen	Carcinogen
166	126-99-8	C=CC(=C)Cl	Training	Carcinogen	Carcinogen
167	1897-45-6	N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
168	54749-90-5	O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))CCCl	Training	Carcinogen	Carcinogen
169	94-20-2	O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl	Training	NON-Carcinogen	NON-Carcinogen
170	117-10-2	O=C1c3cccc(O)c3(C(=O)c2c(O)cccc12)	Test	Carcinogen	Carcinogen
171	51481-61-9	N#CNC(=NC)NCCSCc1nc[nH]c1C	Training	NON-Carcinogen	NON-Carcinogen
172	52214-84-3	O=C(O)C(Oc1ccc(cc1)C2CC2(Cl)Cl)(C)C	Training	Carcinogen	Carcinogen
173	77-92-9	O=C(O)CC(O)(C(=O)O)CC(=O)O	Training	NON-Carcinogen	Carcinogen
174	518-75-2	O=C2C1=COC(C)C(C1=C(C(=O)C2(=C(O)O))C)C	Test	Carcinogen	Carcinogen
175	22494-47-9	O=C(O)C(OCc1ccc(cc1)c2ccc(cc2)Cl)(C)C	Training	NON-Carcinogen	Carcinogen
176	637-07-0	O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C	Training	Carcinogen	Carcinogen
177	76-57-3	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Training	NON-Carcinogen	NON-Carcinogen
178	477-30-5	O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC)	Training	NON-Carcinogen	NON-Carcinogen
179	65765-07-3	O=C3N=C(c1cccc(O)c1)c2ccc(cc2N3C(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
180	56-72-4	O=C2Oc1cc(OP(OCC)(OCC)=S)ccc1C(=C2Cl)C	Training	NON-Carcinogen	NON-Carcinogen
181	102-50-1	O(c1ccc(N)c(c1)C)C	Training	Carcinogen	Carcinogen
182	120-71-8	O(c1ccc(cc1(N))C)C	Training	Carcinogen	Carcinogen
183	123-73-9	O=CC=CC	Training	Carcinogen	Carcinogen
184	157480-33-6	N#CN=C(N)N	Training	NON-Carcinogen	NON-Carcinogen
185	31698-14-3	N=C1N=C2OC3C(O)C(OC3(N2(C=C1)))CO	Training	NON-Carcinogen	NON-Carcinogen
186	7585-39-9	OCC8OC7OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(OC3(CO))OC4C(O)C(O)C(OC4(CO))OC5C(O)C(O)C(OC5(CO))OC6C(O)C(O)C(OC6(CO))OC8(C(O)C7(O))	Training	NON-Carcinogen	NON-Carcinogen
187	108-94-1	O=C1CCCCC1	Test	NON-Carcinogen	Carcinogen
188	1192-28-5	ON=C1CCCC1	Training	Carcinogen	Carcinogen
189	50-18-0	O=P1(OCCCN1)N(CCCl)CCCl	Training	Carcinogen	Carcinogen
190	59865-13-3	O=C1NC(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)NC(C(=O)N(C)CC(=O)N(C)C(C(=O)NC(C(=O)N(C)C(C(=O)NC1C)CC(C)C)C(C)C)CC(C)C)CC)C(O)C(C)CC=CC)C(C)C)CC(C)C)CC(C)C)C	Test	NON-Carcinogen	NON-Carcinogen
191	4342-03-4	O=C(N)C1=NC=NC1(=NNN(C)C)	Training	Carcinogen	Carcinogen
192	80-08-0	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	Training	Carcinogen	Carcinogen
193	72-54-8	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
194	72-55-9	c1cc(ccc1C(c2ccc(cc2)Cl)=C(Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
195	50-29-3	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)(Cl)Cl)Cl	Test	Carcinogen	NON-Carcinogen
196	1163-19-5	O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br	Training	Carcinogen	Carcinogen
197	14484-47-0	O=C(OCC(=O)C35(N=C(OC5(CC2C4CCC1=CC(=O)C=CC1(C)C4(C(O)CC23(C))))C))C	Training	NON-Carcinogen	NON-Carcinogen
198	53-43-0	O=C2CCC3C4CC=C1CC(O)CCC1(C)C4(CCC23(C))	Training	Carcinogen	Carcinogen
199	853-23-6	O=C(OC3CC2=CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3))C	Test	Carcinogen	NON-Carcinogen
200	52918-63-5	N#CC(OC(=O)C1C(C=C(Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	NON-Carcinogen	NON-Carcinogen
201	131-01-1	O=C(OC3CC4CN2CCc1c5ccccc5([nH]c1C2CC4(C(C(=O)OC)C3(OC))))c6cc(OC)c(OC)c(OC)c6	Test	NON-Carcinogen	Carcinogen
202	50-02-2	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Training	NON-Carcinogen	NON-Carcinogen
203	63019-65-8	O=C(N(c3cccc2c1ccccc1Cc23)C(=O)C)C	Training	Carcinogen	Carcinogen
204	131-17-9	O=C(OCC=C)c1ccccc1(C(=O)OCC=C)	Training	NON-Carcinogen	NON-Carcinogen
205	16338-97-9	O=NN(CC=C)CC=C	Training	Carcinogen	Carcinogen
206	720-69-4	O=[N+]([O-])c1oc(cc1)c2nc(nc(n2)N)N	Test	Carcinogen	NON-Carcinogen
207	95-80-7	Nc1ccc(c(N)c1)C	Training	Carcinogen	Carcinogen
208	439-14-5	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)C	Test	NON-Carcinogen	NON-Carcinogen
209	333-41-5	n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
210	262-12-4	O1c3ccccc3(Oc2ccccc12)	Training	NON-Carcinogen	NON-Carcinogen
211	4106-66-5	o2c1ccccc1c3ccc(N)cc23	Training	Carcinogen	Carcinogen
212	96-12-8	C(C(CBr)Br)Cl	Training	Carcinogen	Carcinogen
213	10318-26-0	OC(CBr)C(O)C(O)C(O)CBr	Training	Carcinogen	NON-Carcinogen
214	106-93-4	C(CBr)Br	Training	Carcinogen	Carcinogen
215	34522-69-5	n1cccc2c1cc(cc2Br)Br	Training	NON-Carcinogen	NON-Carcinogen
216	56654-52-5	O=NN(C(=O)NCCCC)CCCC	Training	Carcinogen	Carcinogen
217	1717-00-6	FC(C)(Cl)Cl	Training	Carcinogen	Carcinogen
218	609-20-1	Nc1cc(c(N)c(c1)Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
219	79-43-6	O=C(O)C(Cl)Cl	Training	Carcinogen	Carcinogen
220	7572-29-4	C(#CCl)Cl	Training	Carcinogen	Carcinogen
221	95-50-1	c1ccc(c(c1)Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
222	106-46-7	c1cc(ccc1Cl)Cl	Training	Carcinogen	Carcinogen
223	91-94-1	Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl	Training	Carcinogen	Carcinogen
224	33857-26-0	O1c3ccc(cc3(Oc2ccc(cc12)Cl))Cl	Training	NON-Carcinogen	NON-Carcinogen
225	75-71-8	FC(F)(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
226	75-34-3	CC(Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
227	107-06-2	C(CCl)Cl	Training	Carcinogen	Carcinogen
228	120-83-2	Oc1ccc(cc1Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
229	94-75-7	O=C(O)COc1ccc(cc1Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
230	78-87-5	CC(CCl)Cl	Training	NON-Carcinogen	NON-Carcinogen
231	62-73-7	O=P(OC=C(Cl)Cl)(OC)OC	Training	Carcinogen	Carcinogen
232	115-32-2	OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C(Cl)(Cl)Cl	Test	NON-Carcinogen	Carcinogen
233	1212-29-9	N(C(NC1CCCCC1)=S)C2CCCCC2	Training	NON-Carcinogen	NON-Carcinogen
234	81-21-0	O3C4CC5C2CC(C1OC12)C5(C34)	Training	NON-Carcinogen	NON-Carcinogen
235	13366-73-9	O1C2C1C3C4C2C5C3C6(C4(C(C5(C6(Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
236	298-18-0	O1CC1C2OC2	Test	NON-Carcinogen	Carcinogen
237	2921-88-2	n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
238	685-91-6	O=C(N(CC)CC)C	Test	Carcinogen	Carcinogen
239	N.A.	O=C(NC(=O)C)N(CC)CC	Test	NON-Carcinogen	NON-Carcinogen
240	111-46-6	OCCOCCO	Training	Carcinogen	Carcinogen
241	617-84-5	O=CN(CC)CC	Training	NON-Carcinogen	NON-Carcinogen
242	141-05-9	O=C(OCC)C=CC(=O)OCC	Training	NON-Carcinogen	NON-Carcinogen
243	56-53-1	Oc1ccc(cc1)C(=C(c2ccc(O)cc2)CC)CC	Training	Carcinogen	Carcinogen
244	105-55-5	N(C(NCC)=S)CC	Test	Carcinogen	Carcinogen
245	70052-12-9	O=C(O)C(N)(CCCN)C(F)F	Training	NON-Carcinogen	NON-Carcinogen
246	101-90-6	O(c2cccc(OCC1OC1)c2)CC3OC3	Training	Carcinogen	Carcinogen
247	62488-57-7	O=C1NC(=NCN1C2OC(CO)C(O)C2(O))N	Test	NON-Carcinogen	NON-Carcinogen
248	33389-33-2	O=C1NC(Nc2ccccc12)c3ccc([N+](=O)[O-])s3	Test	Carcinogen	Carcinogen
249	3276-41-3	O=NN1OCC=CC1	Training	Carcinogen	Carcinogen
